,Genome,Contig,Nitrogenase Set,Position,Location,Group No,GTDB Taxonomy,ncbi_country,Isolation Source,NCBI Taxonomy,ncbi_taxonomy_unfiltered,Organism,Regulon,PredGrowthTemp
5048,RS_GCF_022012295.1,NZ_JAKLTN010000001.1,HDK,"1584,1585,1586",1681269-1682837,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus hankyongensis,South Korea: Seoul,soil from wetland,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas;s__Dechloromonas hankyongensis,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas;s__Dechloromonas hankyongensis,Azonexus hankyongensis,,
5049,RS_GCF_022014235.1,NZ_JAKLTD010000001.1,HDKKE,"192,193,194,195,198",171385-172728,,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter sp022014235,Russia: Tomsk Region; Western Siberia,Water samples from a deep subsurface thermal aquifer,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;x__unclassified Methanothermobacter;s__Methanothermobacter sp. K4,Methanothermobacter sp022014235,,
5050,RS_GCF_022023855.1,NZ_CP059449.1,HDKEN,"191,192,193,197,198",197252-198133,Group 1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum brasilense_F,China,soil,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum brasilense,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum brasilense,Azospirillum brasilense_F,,
5051,RS_GCF_022024235.1,NZ_CP091800.1,HDK,"209,210,211",276899-277750,Group 2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bryantii,USA,none,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii;x__Prevotella bryantii B14,Prevotella bryantii,,
5052,RS_GCF_022026155.1,NZ_CP085041.1,HDKKE,"1860,1861,1862,1863,1866",1979725-1981089,,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__Sh68;g__Dissulfurimicrobium;s__Dissulfurimicrobium hydrothermale,Russia,ENVO:01001821,d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__Dissulfurimicrobium;s__Dissulfurimicrobium hydrothermale,d__Bacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;x__Deltaproteobacteria incertae sedis;g__Dissulfurimicrobium;s__Dissulfurimicrobium hydrothermale,Dissulfurimicrobium hydrothermale,,
5053,RS_GCF_022227765.1,NZ_JAJMLZ010000011.1,HDKEEN,"63,70,71,72,75,76",65426-66943,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira sp000225005,Jordan: Azraq Lake,saline lake,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira shaposhnikovii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira shaposhnikovii,Ectothiorhodospira sp000225005,,
5054,RS_GCF_022227785.1,NZ_JAJNQM010000028.1,HDKEN,"17,18,19,22,23",24046-24927,Group 1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira lacustris,Mongolia: unnamed lake,saline lake,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira lacustris,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira lacustris,Ectothiorhodospira lacustris,,
5055,RS_GCF_022234545.1,NZ_JAIEUI010000007.1,HDKEN,"147,148,149,150,151",170320-171648,,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus piscarius,Brazil: Mato Grosso River,gut,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus piscarius,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus piscarius,Paenibacillus piscarius,,
5056,RS_GCF_022267315.1,NZ_JAIKLE010000035.1,HDDKE,"35,38,39,40,41",51941-52765,Group 2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium maritimum,China: Xiaoshi Island; Weihai,intertidal sediments,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Maribellus;s__Maribellus maritimus,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Maribellus;s__Maribellus maritimus,Draconibacterium maritimum,,
5057,RS_GCF_022267535.1,NZ_JAHNZV010000015.1,HDKEN,"10,13,14,8,9",14157-15728,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas antarctica,Antarctica: McMurdo Sound,pond sediment,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas antarctica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas antarctica,Psychromonas antarctica,,
5058,RS_GCF_022271405.1,NZ_JAJNAL010000002.1,HHDKEN,"118,119,120,128,129,130",127343-128218,Group 4a,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,USA: Omaha; Nebraska,pond water,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,Rhodopseudomonas infernalis,,
5059,RS_GCF_022271405.1,NZ_JAJNAL010000004.1,HDK,"19,20,22",22118-22945,Group 3anfvnf,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,USA: Omaha; Nebraska,pond water,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,Rhodopseudomonas infernalis,,
5060,RS_GCF_022271405.1,NZ_JAJNAL010000010.1,HDKEN,"15,16,17,18,19",11406-12302,Group 1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,USA: Omaha; Nebraska,pond water,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas infernalis,Rhodopseudomonas infernalis,,
5061,RS_GCF_022340605.1,NZ_JAJDNQ010000111.1,HDK,"16,17,18",15496-17067,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__Thiohalocapsa sp022340605,USA: Alabama,rhizosphere of the salt marsh grasses,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;x__unclassified Thiohalocapsa;s__Thiohalocapsa sp.,Thiohalocapsa sp022340605,,
5062,RS_GCF_022340925.1,NZ_JAJDNA010000107.1,HDK,"35,36,37",33751-34632,Group 1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa sp022340925,USA: Alabama,rhizosphere of the salt marsh grasses,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;x__unclassified Thiocapsa;s__Thiocapsa sp.,Thiocapsa sp022340925,,
5063,RS_GCF_022369515.1,NZ_CP059724.1,HDKEN,"4289,4291,4292,4300,4301",4596053-4597441,,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp022369515,South Korea,reservoir sediment,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;x__unclassified Paenibacillus;s__Paenibacillus sp. 19GGS1-52,Paenibacillus sp022369515,,
5064,RS_GCF_022376295.1,NZ_CP060140.1,HDDKN,"173,174,177,178,179",197850-199178,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sphaerocarpa,Baltic Sea,Brackish water,d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Aphanizomenonaceae;g__Nodularia;s__Nodularia sphaerocarpa,d__Bacteria;x__Terrabacteria group;x__Cyanobacteriota/Melainabacteria group;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Aphanizomenonaceae;g__Nodularia;s__Nodularia sphaerocarpa;x__Nodularia sphaerocarpa UHCC 0038,Nodularia sphaerocarpa,,
5065,RS_GCF_022410535.1,NZ_JAKNBL010000052.1,HDKEN,"13,14,15,16,19",10159-11598,,d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum_D;s__Pelotomaculum_D terephthalicicum,Japan,methanogenic sludge treating industrial wastewater,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfotomaculaceae;g__Pelotomaculum;s__Pelotomaculum terephthalicicum,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfotomaculaceae;g__Pelotomaculum;s__Pelotomaculum terephthalicicum;x__Pelotomaculum terephthalicicum JT,Pelotomaculum_D terephthalicicum,,
5066,RS_GCF_022427145.1,NZ_JAKSXN010000001.1,HDKENN,"161,162,163,164,165,166",172650-173975,,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A;s__Paenibacillus_A timonensis,France: Hospital de la Timone,blood culture,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus timonensis,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus timonensis,Paenibacillus_A timonensis,,
5067,RS_GCF_022482905.1,NZ_JAKVOI010000001.1,HDKE,"2958,2961,2962,2963",3049591-3050412,Group 2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B sp022482905,USA: Madison; WI,anaerobic bioreactor effluent,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp.,Clostridium_B sp022482905,,
5068,RS_GCF_022508225.1,NZ_JAETXJ010000001.1,HDK,"369,372,374",430079-430906,Group 3anfvnf,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp022508225,Thailand: Kuan Kreng,Constructed Wetland Sediment,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp. UIB00,Desulfovibrio sp022508225,,
5069,RS_GCF_022508225.1,NZ_JAETXJ010000003.1,HDKKN,"372,375,376,377,378",464843-465664,Group 2,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp022508225,Thailand: Kuan Kreng,Constructed Wetland Sediment,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp. UIB00,Desulfovibrio sp022508225,,
5070,RS_GCF_022531965.1,NZ_CP092831.1,HDKEN,"1047,1048,1049,1050,1051",1210662-1211528,Group 1,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_D,China: Shanghe County; Jinan City; Shandong Province,wheat root,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus peoriae,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus peoriae,Paenibacillus polymyxa_D,,
5071,RS_GCF_022558445.1,NZ_CP054699.1,HDDKK,"2245,2246,2247,2248,2251",2278780-2280168,,d__Bacteria;p__Bacillota_D;c__Dethiobacteria;o__SKNC01;f__SKNC01;g__Contubernalis;s__Contubernalis alkalaceticum,Russia: Tyva Republic,Khadyn soda lake; Tyva Republic; Russia,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__Candidatus Contubernalis;s__Candidatus Contubernalis alkalaceticum,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__Candidatus Contubernalis;s__Candidatus Contubernalis alkalaceticum,Contubernalis alkalaceticum,,
5072,RS_GCF_022603395.1,NZ_JAIBKA010000006.1,HDKENN,"243,244,245,247,248,251",254549-255823,,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfoferrobacter;s__Desulfoferrobacter suflitae,USA: sulfate-reducing consortium,sulfate-reducing consortium,d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfoferrobacter;s__Desulfoferrobacter suflitae,d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfoferrobacter;s__Desulfoferrobacter suflitae,Desulfoferrobacter suflitae,,
5073,RS_GCF_022690685.1,NZ_JALCYY010000010.1,HDKE,"53,54,55,56",75092-75958,Group 1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp022690685,China,paddy soil,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;x__unclassified Anaeromyxobacter;s__Anaeromyxobacter sp. SG22,Anaeromyxobacter sp022690685,,
5074,RS_GCF_022690765.1,NZ_JALCZA010000009.1,HDKE,"84,85,86,87",85566-88325,,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp022690765,China,paddy soil,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;x__unclassified Anaeromyxobacter;s__Anaeromyxobacter sp. SG63,Anaeromyxobacter sp022690765,,
5075,RS_GCF_022760755.1,NZ_JAIVFP010000001.1,HDDKN,"3375,3376,3377,3378,3379",3676860-3678263,,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__Rhodoblastus alkanivorans,USA,sediments,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__Candidatus Rhodoblastus alkanivorans,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__Candidatus Rhodoblastus alkanivorans,Rhodoblastus alkanivorans,,
5076,RS_GCF_022760805.1,NZ_JAIVFL010000001.1,HDKENN,"222,228,229,230,231,232",200357-201826,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium alkanivorans,Romania,mud volcano,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Candidatus Mycolicibacterium alkanivorans,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Candidatus Mycolicibacterium alkanivorans,Mycobacterium alkanivorans,,
5077,RS_GCF_022771645.1,NZ_JALFCU010000028.1,HDK,"27,30,31",28138-28995,Group 2,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C sp022771645,Canada: Lacombe,feces,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;x__unclassified Selenomonas;s__Selenomonas sp.,Selenomonas_C sp022771645,,
5078,RS_GCF_022788635.1,NZ_CP076024.1,HDKEN,"3285,3286,3287,3296,3297",3655094-3655978,Group 1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__Methylobacter_C sp022788635,Finland: Lake Lovojarvi; Lammi (Hameenlinna),hypoxic lake water,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter;x__unclassified Methylobacter;s__Methylobacter sp. S3L5C,Methylobacter_C sp022788635,,
5079,RS_GCF_022808675.1,NZ_JAKZKV010000003.1,HDKNNN,"210,211,213,214,215,218",242394-243656,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7332;g__UBA7332;s__UBA7332 sp022808675,China,paddy soil,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;x__unclassified Parabacteroides;s__Parabacteroides sp. FAFU027,UBA7332 sp022808675,,
5080,RS_GCF_022808695.1,NZ_JAKZKW010000022.1,HDDKK,"33,36,37,43,44",38328-39152,Group 2,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio soli,China,paddy soil,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio soli,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio soli,Fundidesulfovibrio soli,,
5081,RS_GCF_022808715.1,NZ_JAKZKX010000019.1,HDKKE,"13,14,23,24,27",18013-19410,,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio agrisoli,China,paddy soil,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio agrisoli,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio agrisoli,Fundidesulfovibrio agrisoli,,
5082,RS_GCF_022808855.1,NZ_JAKZLF010000035.1,HDKE,"26,27,28,29",35171-36040,Group 1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp022808855,China,paddy soil,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;x__unclassified Anaeromyxobacter;s__Anaeromyxobacter sp. SG29,Anaeromyxobacter sp022808855,,
5083,RS_GCF_022808915.1,NZ_JAKZFS010000001.1,HDDKE,"134,137,138,147,148",138914-139738,Group 2,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio terrae,China,paddy soil,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio terrae,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio terrae,Fundidesulfovibrio terrae,,
5084,RS_GCF_022808985.1,NZ_JAKZFT010000010.1,HDKE,"65,66,67,80",69593-70462,Group 1,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__Geotalea sp022808985,China,paddy soil,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;x__unclassified Geotalea;s__Geotalea sp. SG265,Geotalea sp022808985,,
5085,RS_GCF_022808985.1,NZ_JAKZFT010000024.1,HDK,"12,13,7",8743-10251,,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__Geotalea sp022808985,China,paddy soil,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;x__unclassified Geotalea;s__Geotalea sp. SG265,Geotalea sp022808985,,
5086,RS_GCF_022818885.1,NZ_JALHAT010000012.1,HDDKN,"124,125,126,127,128",117136-118521,,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium mangrovi,China,sediment,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium mangrovi,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium mangrovi (ex Hu et al. 2023),Novosphingobium mangrovi,,
